Nombre Pilar,Categor’a,Pregunta,Respuesta,Descripci—n,Ejemplo,Nivel de respuesta (1 a 5)
04. Gente y Liderazgo para el Cambio,04. Gobernanza del cambio organizacional,01. ÀQu? tan claros y medibles son los objetivos de cambio digital definidos por la organizaci—n?,Las m?tricas y objetivos est‡n integrados al modelo de gesti—n y se monitorean continuamente.,La medici—n del cambio forma parte del sistema de gesti—n organizacional.,Los objetivos digitales est‡n integrados a tableros de mando y condicionan decisiones estrat?gicas.,5
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,"01. ÀQu? tan formalmente aplica su organizaci—n una metodolog’a de gesti—n del cambio (como ADKAR, Kotter, etc.)?",No se aplica ninguna metodolog’a de gesti—n del cambio.,No se utilizan metodolog’as para gestionar el cambio digital.,"Las iniciativas se lanzan sin preparaci—n, soporte ni acompa–amiento al personal.",1
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,"01. ÀQu? tan formalmente aplica su organizaci—n una metodolog’a de gesti—n del cambio (como ADKAR, Kotter, etc.)?","Se conoce alguna metodolog’a, pero su aplicaci—n es informal o limitada.","Se han aplicado herramientas aisladas de cambio, sin una metodolog’a clara.","Se comunica un cambio con un correo masivo, pero sin capacitaci—n o seguimiento.",2
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,"01. ÀQu? tan formalmente aplica su organizaci—n una metodolog’a de gesti—n del cambio (como ADKAR, Kotter, etc.)?",Se aplica una metodolog’a en ciertos proyectos digitales.,"Se utiliza alguna metodolog’a de cambio, pero de forma parcial o inconsistente.","Se aplica ADKAR en un proyecto, pero no se replica en otras iniciativas ni se adapta a la cultura.",3
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,"01. ÀQu? tan formalmente aplica su organizaci—n una metodolog’a de gesti—n del cambio (como ADKAR, Kotter, etc.)?",Se aplica una metodolog’a formalmente en toda la organizaci—n.,Se implementa una metodolog’a estructurada y adaptada a la organizaci—n.,"Se gestiona el cambio con una estrategia que incluye comunicaci—n, formaci—n y seguimiento continuo.",4
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,"01. ÀQu? tan formalmente aplica su organizaci—n una metodolog’a de gesti—n del cambio (como ADKAR, Kotter, etc.)?",Las metodolog’as est‡n institucionalizadas y adaptadas a las necesidades de cada iniciativa digital.,"La gesti—n del cambio est‡ institucionalizada, integrada al modelo operativo y replicada en todos los proyectos clave.","Todos los proyectos digitales se gestionan con una metodolog’a comœn de cambio, integrada desde la planeaci—n.",5
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan estructurado es el acompa–amiento al personal durante los procesos de transformaci—n digital?,No existe acompa–amiento ni comunicaci—n sobre los cambios digitales.,No existen acciones para comunicar ni acompa–ar al personal en los cambios digitales.,Los empleados se enteran del cambio solo cuando ya est‡ implementado.,1
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan estructurado es el acompa–amiento al personal durante los procesos de transformaci—n digital?,"Hay comunicaci—n puntual, pero sin acompa–amiento activo al personal.","La comunicaci—n es informal o reactiva, sin acompa–amiento estructurado.",Se informa el cambio en una reuni—n aislada sin materiales de apoyo ni retroalimentaci—n.,2
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan estructurado es el acompa–amiento al personal durante los procesos de transformaci—n digital?,Se comunica el cambio con lineamientos b‡sicos y apoyo limitado.,"Existen acciones puntuales para informar y acompa–ar, pero no forman parte de una estrategia.","Se realizan sesiones informativas, pero sin continuidad ni seguimiento individual.",3
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan estructurado es el acompa–amiento al personal durante los procesos de transformaci—n digital?,Se cuenta con un plan de comunicaci—n y acompa–amiento estructurado.,La comunicaci—n y acompa–amiento son parte del plan de gesti—n del cambio.,Se hace una campa–a interna con diferentes canales y sesiones para resolver dudas.,4
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan estructurado es el acompa–amiento al personal durante los procesos de transformaci—n digital?,"El acompa–amiento es continuo, bidireccional y adaptado a cada grupo de inter?s.","La comunicaci—n es proactiva, personalizada y con mecanismos de acompa–amiento efectivos.","Se realizan encuentros por ‡rea, coaching individual y se mide la efectividad del acompa–amiento.",5
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan medido y gestionado es el impacto del cambio digital sobre las personas en su organizaci—n?,No se mide ni gestiona el impacto en el personal.,No se evalœa el impacto del cambio digital en el personal.,"No se mide si los colaboradores entendieron, adoptaron o se resistieron al cambio.",1
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan medido y gestionado es el impacto del cambio digital sobre las personas en su organizaci—n?,Se identifican impactos de manera informal.,"Se consideran algunos indicadores, pero sin un modelo estructurado.","Se mide asistencia a capacitaciones, pero no se relaciona con cambios en comportamiento o resultados.",2
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan medido y gestionado es el impacto del cambio digital sobre las personas en su organizaci—n?,Se evalœan impactos en etapas clave de los proyectos.,"Hay mecanismos para evaluar impacto en el personal, aunque no siempre se aplican ni generan acciones.","Se aplican encuestas post-cambio, pero los resultados no se convierten en acciones concretas.",3
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan medido y gestionado es el impacto del cambio digital sobre las personas en su organizaci—n?,Hay indicadores definidos para monitorear el impacto humano del cambio.,El impacto humano del cambio es medido y retroalimentado en los proyectos.,"Se miden niveles de adopci—n, comprensi—n y engagement, y se hacen ajustes en la implementaci—n.",4
04. Gente y Liderazgo para el Cambio,05. Gesti—n del cambio,01. ÀQu? tan medido y gestionado es el impacto del cambio digital sobre las personas en su organizaci—n?,"El impacto humano se gestiona proactivamente con datos, seguimiento y ajustes continuos.",La evaluaci—n del impacto en las personas es continua y forma parte del modelo de transformaci—n.,Se monitorea el ’ndice de madurez de adopci—n digital por ‡rea y se ajustan estrategias segœn el avance.,5

